"","Adjusted_Price_Blended","Returns_Blended"
"1987-12-02",444.260002,0.00182656438850204
"1987-12-03",438.064995,-0.0139445526766102
"1987-12-04",429.8750075,-0.0186958273166749
"1987-12-07",431.445,0.00365220697320967
"1987-12-08",436.5449985,0.0118207384487015
"1987-12-09",439.6899945,0.00720428824246411
"1987-12-10",437.339996,-0.00534467131250582
"1987-12-11",435.7850035,-0.00355556892628683
"1987-12-14",440.9299925,0.0118062552834037
"1987-12-15",445.7950135,0.0110335451948189
"1987-12-16",454.740013,0.0200652749113803
"1987-12-17",453.2249835,-0.00333163886328169
"1987-12-18",453.860001,0.00140110877184241
"1987-12-21",457.5199965,0.00806415082169809
"1987-12-22",458.740013,0.00266658618056703
"1987-12-23",462.949997,0.00917727662879941
"1987-12-24",461.800003,-0.00248405660968176
"1987-12-28",454.625,-0.0155370354122757
"1987-12-29",448.2350005,-0.0140555391806434
"1987-12-30",452.000008,0.00839962853369358
"1987-12-31",447.6050035,-0.00972346111108913
"1988-01-04",444.619995,-0.00666884524672207
"1988-01-05",458.5549925,0.0313413648884593
"1988-01-06",462.160004,0.0078616775718563
"1988-01-07",465.100006,0.00636143754231067
"1988-01-08",459.0599825,-0.0129865048851451
"1988-01-11",448.805,-0.022339090513079
"1988-01-12",447.2899855,-0.00337566314992033
"1988-01-13",442.5,-0.010708903966731
"1988-01-14",444.279999,0.00402259661016946
"1988-01-15",448.9199905,0.0104438451211937
"1988-01-18",456.8649905,0.0176980312040702
"1988-01-19",448.970001,-0.0172807933725881
"1988-01-20",440.4899905,-0.018887699581514
"1988-01-21",438.3399885,-0.00488093270305534
"1988-01-22",441.2049865,0.00653601787462743
"1988-01-25",444.18,0.00674292809698329
"1988-01-26",444.875,0.00156468098518614
"1988-01-27",443.424988,-0.00325936948581063
"1988-01-28",443.3949965,-6.76360169400425e-05
"1988-01-29",446.5100095,0.00702536795540953
"1988-02-01",447.2649915,0.00169085123275381
"1988-02-02",447.2799985,3.35528160826382e-05
"1988-02-03",448.515007,0.00276115297831714
"1988-02-04",452.8600085,0.00968752757920521
"1988-02-05",453.275017,0.000916416756195026
"1988-02-08",454.7450105,0.00324304990318924
"1988-02-09",451.895004,-0.00626726282684509
"1988-02-10",457.460007,0.0123148141730729
"1988-02-11",464.4749985,0.0153346552543552
"1988-02-12",468.119995,0.00784756232686656
"1988-02-16",474.094986,0.0127638021529075
"1988-02-17",477.9999845,0.00823674287920007
"1988-02-18",477.460007,-0.00112966007847215
"1988-02-19",478.7850035,0.00277509420804756
"1988-02-22",483.8450015,0.0105684137201678
"1988-02-23",484.775009,0.00192211864774228
"1988-02-24",485.779999,0.00207310604165234
"1988-02-25",486.874985,0.00225407798232569
"1988-02-26",483.7599945,-0.00639792676964102
"1988-02-29",488.350006,0.00948819983501159
"1988-03-01",491.525009,0.00650149065422556
"1988-03-02",492.800003,0.00259395549901709
"1988-03-03",492.1950075,-0.00122766943246144
"1988-03-04",489.1950075,-0.00609514512395781
"1988-03-07",483.975006,-0.0106705943845921
"1988-03-08",489.7099915,0.0118497555222923
"1988-03-09",491.269989,0.00318555375033625
"1988-03-10",491.659988,0.00079385879197269
"1988-03-11",489.1100155,-0.00518645519716354
"1988-03-14",490.274994,0.00238183325444496
"1988-03-15",490.475006,0.000407958803626096
"1988-03-16",495.124985,0.00948056260383634
"1988-03-17",489.0349885,-0.0122999175652587
"1988-03-18",507.2850035,0.0373184238943263
"1988-03-21",504.5749815,-0.00534220799215879
"1988-03-22",499.3849945,-0.0102858587728057
"1988-03-23",500.155014,0.00154193559774662
"1988-03-24",496.194992,-0.00791758932561659
"1988-03-25",489.1900025,-0.0141174127368058
"1988-03-28",479.279999,-0.0202579845241216
"1988-03-29",483.11499,0.00800156695042897
"1988-03-30",482.230011,-0.00183181854903747
"1988-03-31",480.2250065,-0.00415777627742886
"1988-04-04",477.770004,-0.00511219213237701
"1988-04-05",477.6750185,-0.00019881009524414
"1988-04-06",486.419983,0.0183073515702392
"1988-04-07",489.5200045,0.00637313763484926
"1988-04-08",490.894989,0.00280884230952805
"1988-04-11",496.610001,0.0116420255412304
"1988-04-12",499.8399965,0.00650408870843489
"1988-04-13",501.4199985,0.00316101554710224
"1988-04-14",492.76001,-0.0172709276173795
"1988-04-15",486.094986,-0.0135259028020558
"1988-04-18",485.4049835,-0.00141948080081622
"1988-04-19",487.275009,0.00385250577057583
"1988-04-20",483.994995,-0.0067313404944187
"1988-04-21",482.3249965,-0.00345044580471332
"1988-04-22",485.860016,0.00732912356948501
"1988-04-25",488.480011,0.00539248942847781
"1988-04-26",490.1000065,0.00331640080150608
"1988-04-27",489.2599795,-0.00171399099950853
"1988-04-28",490.0449825,0.00160447008316966
"1988-04-29",485.9399875,-0.00837677182012553
"1988-05-02",485.7200015,-0.00045270199131342
"1988-05-03",484.2900085,-0.00294406859010099
"1988-05-04",485.475006,0.00244687579591063
"1988-05-05",483.6399995,-0.00377981662767612
"1988-05-06",482.2599945,-0.00285337234601502
"1988-05-09",475.590012,-0.0138306775931422
"1988-05-10",474.6549985,-0.00196600743583308
"1988-05-11",467.954987,-0.0141155397523957
"1988-05-12",466.974991,-0.00209420997152443
"1988-05-13",467.8849945,0.00194871999044599
"1988-05-16",476.014999,0.0173760744532703
"1988-05-17",477.5599895,0.0032456760884545
"1988-05-18",474.5149995,-0.00637614135804809
"1988-05-19",469.475006,-0.0106213576078957
"1988-05-20",472.010002,0.00539963995442183
"1988-05-23",469.7300035,-0.00483040293709702
"1988-05-24",471.670006,0.00413003743755969
"1988-05-25",476.089989,0.00937092234777381
"1988-05-26",476.0950015,1.05284717506482e-05
"1988-05-27",474.729988,-0.00286710319515915
"1988-05-31",486.6399995,0.025087969584934
"1988-06-01",495.565002,0.0183400511860308
"1988-06-02",503.8849945,0.0167889024980017
"1988-06-03",499.450012,-0.00880157684473382
"1988-06-06",502.019989,0.00514561405196234
"1988-06-07",499.319992,-0.00537826592398905
"1988-06-08",503.974991,0.00932267698986911
"1988-06-09",509.8900145,0.0117367401272497
"1988-06-10",510.26001,0.00072563786204527
"1988-06-13",508.9700015,-0.00252813952635633
"1988-06-14",512.279999,0.00650332532417441
"1988-06-15",513.470001,0.00232295229625001
"1988-06-16",507.469986,-0.0116852298835664
"1988-06-17",509.029999,0.00307409904632272
"1988-06-20",507.25,-0.0034968449865368
"1988-06-21",509.9799955,0.00538195268605213
"1988-06-22",514.944992,0.00973566913175117
"1988-06-23",517.080017,0.00414612246583435
"1988-06-24",518.724991,0.00318127552007108
"1988-06-27",516.024994,-0.0052050644307593
"1988-06-28",514.529999,-0.00289713680031556
"1988-06-29",515.900009,0.00266264358280877
"1988-06-30",517.019989,0.00217092455991796
"1988-07-01",520.705002,0.00712740914935872
"1988-07-05",525.579987,0.00936227802935541
"1988-07-06",529.99498,0.00840023042962623
"1988-07-07",527.569992,-0.00457549239428645
"1988-07-08",526.544998,-0.00194285879701794
"1988-07-11",525.6349795,-0.00172828248954349
"1988-07-12",519.919998,-0.0108725288896035
"1988-07-13",518.1549985,-0.00339475209030149
"1988-07-14",520.5400085,0.00460288911021656
"1988-07-15",523.410004,0.00551349647123245
"1988-07-18",521.3099975,-0.00401216347404787
"1988-07-19",517.914993,-0.00651244847841215
"1988-07-20",520.904999,0.00577315976639414
"1988-07-21",519.3849945,-0.00291800712782164
"1988-07-22",514.644989,-0.00912618876208227
"1988-07-25",514.855011,0.000408091022916723
"1988-07-26",518.8850095,0.00782744348194764
"1988-07-27",518.980011,0.000183087771395751
"1988-07-28",518.569992,-0.000790047769296476
"1988-07-29",526.025009,0.0143761056655973
"1988-08-01",529.4300075,0.0064730734123708
"1988-08-02",529.4849855,0.000103843755021815
"1988-08-03",529.1649935,-0.0006043457487237
"1988-08-04",528.2099915,-0.00180473389534608
"1988-08-05",530.9349825,0.00515891604447227
"1988-08-08",528.0149995,-0.00549969976785247
"1988-08-09",527.570007,-0.000842764884371294
"1988-08-10",518.4049835,-0.0173721465936177
"1988-08-11",514.4299925,-0.00766773300125889
"1988-08-12",517.910004,0.00676479122667017
"1988-08-15",514.369995,-0.0068351817355512
"1988-08-16",513.6950075,-0.00131226064226397
"1988-08-17",518.089981,0.00855560874805672
"1988-08-18",519.3700105,0.00247067024444148
"1988-08-19",517.3850095,-0.00382193996547675
"1988-08-22",515.2899935,-0.00404923985336303
"1988-08-23",512.12001,-0.00615184369963917
"1988-08-24",515.549988,0.00669760589905488
"1988-08-25",510.6099855,-0.00958200487825434
"1988-08-26",510.269989,-0.00066586339800434
"1988-08-29",509.86998,-0.000783916374905491
"1988-08-30",511.13501,0.00248108351074117
"1988-08-31",511.574997,0.000860803880368133
"1988-09-01",508.1349945,-0.0067243366469687
"1988-09-02",509.9900055,0.00365062634945135
"1988-09-06",515.189987,0.0101962419732164
"1988-09-07",516.9100035,0.00333860622955018
"1988-09-08",519.6600035,0.00532007502540033
"1988-09-09",517.6549835,-0.00385833042084416
"1988-09-12",521.314987,0.00707035306654213
"1988-09-13",523.625,0.00443112716419947
"1988-09-14",529.505005,0.0112294199092862
"1988-09-15",531.1849975,0.00317276037834624
"1988-09-16",532.2649995,0.00203319371797561
"1988-09-19",533.6100155,0.00252696683280629
"1988-09-20",533.8450165,0.000440398405527898
"1988-09-21",536.8700105,0.00566642734596012
"1988-09-22",537.3349915,0.000866096058460997
"1988-09-23",535.994995,-0.00249378231679886
"1988-09-26",537.369995,0.00256532246163976
"1988-09-27",535.494995,-0.00348921602889274
"1988-09-28",535.2700045,-0.000420154253729321
"1988-09-29",540.289993,0.00937842295999602
"1988-09-30",540.4700165,0.000333197916549288
"1988-10-03",540.3049925,-0.000305334236797572
"1988-10-04",541.4100035,0.00204516155752521
"1988-10-05",543.2299805,0.00336155037445662
"1988-10-06",544.5450135,0.0024207666130458
"1988-10-07",548.394989,0.0070700775960737
"1988-10-10",551.11499,0.00495993044166942
"1988-10-11",547.88501,-0.00586080955627799
"1988-10-12",543.319992,-0.00833207318448081
"1988-10-13",547.530014,0.00774869701463143
"1988-10-14",549.4450075,0.0034975132888333
"1988-10-17",550.9700165,0.00277554437511207
"1988-10-18",556.380005,0.00981902524272837
"1988-10-19",557.2849885,0.00162655647555132
"1988-10-20",557.6900025,0.000726762802439884
"1988-10-21",557.935013,0.000439330988365683
"1988-10-24",556.800003,-0.0020343050239795
"1988-10-25",557.394989,0.00106858117240338
"1988-10-26",563.9400025,0.0117421462861411
"1988-10-27",556.805008,-0.0126520453742771
"1988-10-28",559.9900055,0.00572013084336342
"1988-10-31",558.405014,-0.00283039247921024
"1988-11-01",560.9450075,0.00454865811788729
"1988-11-02",558.855011,-0.00372584918674046
"1988-11-03",558.1700135,-0.00122571594871146
"1988-11-04",557.309998,-0.0015407769661564
"1988-11-07",552.2449955,-0.0090883036697289
"1988-11-08",556.0049895,0.00680856147296671
"1988-11-09",553.180008,-0.00508085638321398
"1988-11-10",552.089996,-0.0019704472038693
"1988-11-11",547.169998,-0.00891158694351724
"1988-11-14",544.7050015,-0.00450499206646926
"1988-11-15",544.050003,-0.00120248299207149
"1988-11-16",542.955017,-0.00201265691381669
"1988-11-17",541.949997,-0.00185101890310013
"1988-11-18",545.7400055,0.00699328078416817
"1988-11-21",544.1850125,-0.00284932932225723
"1988-11-22",544.6800075,0.000909607924933331
"1988-11-23",548.799988,0.00756403841387554
"1988-11-25",547.25502,-0.0028151749886699
"1988-11-28",545.4200135,-0.00335311040180153
"1988-11-29",546.9950105,0.00288767731475992
"1988-11-30",551.0100095,0.00734010168818533
"1988-12-01",550.2999875,-0.00128858276212496
"1988-12-02",548.684998,-0.00293474384278469
"1988-12-05",549.294983,0.00111172166584383
"1988-12-06",552.300003,0.00547068532027706
"1988-12-07",556.25,0.00715190472305682
"1988-12-08",554.919998,-0.00239101483146076
"1988-12-09",560.2400055,0.00958698104082401
"1988-12-12",556.2700045,-0.0070862504659176
"1988-12-13",556.029999,-0.000431455045317053
"1988-12-14",554.0899965,-0.00348902487903358
"1988-12-15",553.2750095,-0.00147085672931824
"1988-12-16",557.735001,0.00806107527616429
"1988-12-19",562.800003,0.00908137734034753
"1988-12-20",565.930008,0.00556148717717764
"1988-12-21",565.5350035,-0.000697974121209755
"1988-12-22",560.125,-0.00956616914341013
"1988-12-23",567.1650085,0.0125686382503905
"1988-12-27",568.955002,0.0031560365558061
"1988-12-28",568.1150055,-0.00147638477040757
"1988-12-29",570.3099825,0.00386361384358791
"1988-12-30",569.539993,-0.00135012453512484
"1989-01-03",573.7099915,0.00732169566887619
"1989-01-04",577.8599855,0.0072336094219827
"1989-01-05",581.649994,0.00655869690773048
"1989-01-06",582.400009,0.00128946102937633
"1989-01-09",583.5149995,0.00191447541684364
"1989-01-10",580.769989,-0.00470426724651818
"1989-01-11",581.779999,0.00173908779573662
"1989-01-12",583.850021,0.00355808381786593
"1989-01-13",584.5599975,0.00121602547651545
"1989-01-16",584.6900025,0.000222398043923544
"1989-01-17",582.625,-0.00353179033534101
"1989-01-18",583.4650115,0.00144177043552873
"1989-01-19",587.7949985,0.00742115964909074
"1989-01-20",586.0450135,-0.00297720294399551
"1989-01-23",582.26001,-0.00645855422844588
"1989-01-24",587.1549985,0.0084068773673811
"1989-01-25",590.855011,0.0063015941437139
"1989-01-26",589.7550045,-0.00186171984585226
"1989-01-27",592.455017,0.0045781934521929
"1989-01-30",591.320007,-0.00191577413884902
"1989-01-31",589.1299895,-0.00370360798565039
"1989-02-01",586.2799835,-0.00483765221732957
"1989-02-02",587.4600065,0.00201272946921272
"1989-02-03",590.530014,0.00522590042901916
"1989-02-06",590.7649995,0.000397923042739778
"1989-02-07",591.725006,0.00162502264151132
"1989-02-08",595.229996,0.00592334270896111
"1989-02-09",592.6700135,-0.00430082912017771
"1989-02-10",590.0599825,-0.00440385195901272
"1989-02-13",584.6750035,-0.0091261552379549
"1989-02-14",585.255005,0.000992006664433998
"1989-02-15",582.5350035,-0.00464754931912115
"1989-02-16",583.8500065,0.00225738022968414
"1989-02-17",583.149994,-0.00119895947967241
"1989-02-21",585.3400115,0.0037554960516728
"1989-02-22",579.1599885,-0.0105580053961507
"1989-02-23",574.375,-0.00826194591306795
"1989-02-24",575.5899965,0.00211533667029373
"1989-02-27",566.455017,-0.0158706363132564
"1989-02-28",570.859985,0.00777637741356618
"1989-03-01",573.470001,0.0045720773369673
"1989-03-02",575.3150025,0.00321725896172897
"1989-03-03",581.1399845,0.0101248567735726
"1989-03-06",587.0450135,0.0101611129116861
"1989-03-07",586.0899965,-0.00162682073442055
"1989-03-08",583.455002,-0.004495887177286
"1989-03-09",583.794983,0.000582703034226473
"1989-03-10",581.9200135,-0.00321169169759727
"1989-03-13",583.9200135,0.0034368984630222
"1989-03-14",585.7250065,0.0030911648141343
"1989-03-15",589.25502,0.00602674200491049
"1989-03-16",591.170013,0.0032498543669599
"1989-03-17",586.2850035,-0.0082632904115183
"1989-03-20",571.650009,-0.0249622528508016
"1989-03-21",583.12999,0.0200821845871781
"1989-03-22",582.630005,-0.000857416028285596
"1989-03-23",582.2100065,-0.000720866581528035
"1989-03-27",582.1300045,-0.000137410898312873
"1989-03-28",583.6049955,0.00253378281242655
"1989-03-29",586.2649995,0.0045578842205094
"1989-03-30",587.2599945,0.0016971761931015
"1989-03-31",589.345001,0.00355039764248755
"1989-04-03",593.75,0.0074743978357763
"1989-04-04",593.7200015,-5.05237894737887e-05
"1989-04-05",594.764984,0.00176005945118907
"1989-04-06",592.585007,-0.00366527461878963
"1989-04-07",594.180008,0.00269159864181323
"1989-04-10",596.345001,0.00364366517023562
"1989-04-11",599.11499,0.00464494377475289
"1989-04-12",600.7999875,0.00281247761802783
"1989-04-13",599.344986,-0.00242177351909478
"1989-04-14",603.134979,0.00632355836543197
"1989-04-17",605.5600125,0.0040207144079436
"1989-04-18",608.8749845,0.00547422539727216
"1989-04-19",609.5599825,0.00112502240597467
"1989-04-20",607.5499875,-0.0032974523553142
"1989-04-21",609.2550045,0.00280638142552836
"1989-04-24",608.975006,-0.000459575215520536
"1989-04-25",605.7099915,-0.00536149179823642
"1989-04-26",604.0950015,-0.00266627597804792
"1989-04-27",605.7700045,0.0027727476569761
"1989-04-28",605.6750185,-0.000156802085435781
"1989-05-01",604.880005,-0.00131260738137906
"1989-05-02",603.619995,-0.00208307431157351
"1989-05-03",602.985001,-0.00105197641771293
"1989-05-04",602.2849885,-0.00116091196105883
"1989-05-05",606.1699825,0.00645042475602042
"1989-05-08",603.095001,-0.00507280398035859
"1989-05-09",601.994995,-0.00182393486627497
"1989-05-10",601.199982,-0.00132063058099019
"1989-05-11",600.3850095,-0.00135557638789141
"1989-05-12",603.264999,0.00479690441038572
"1989-05-15",603.925003,0.00109405319568379
"1989-05-16",603.349991,-0.000952124845210345
"1989-05-17",603.9850005,0.0010524728755652
"1989-05-18",607.000015,0.00499186982707189
"1989-05-19",609.6999815,0.00444805013719796
"1989-05-22",612.069992,0.00388717495803292
"1989-05-23",611.394989,-0.00110281995331007
"1989-05-24",612.4450075,0.00171741430481354
"1989-05-25",616.275009,0.00625362514690764
"1989-05-26",618.014999,0.00282339860385283
