"","HL.Adjusted","IGOI.Adjusted","NBGIF.Adjusted","SQBG.Adjusted","TWTR.Adjusted","UTSI.Adjusted"
"2014-10-07",-0.0778212872135966,0,-0.0613718411552346,0.000811030008110336,0.000747747214516759,-0.0252707581227436
"2014-10-08",0.0717298449493682,0,0,0.0316045380875203,0.0353072862938033,0.0185185185185184
"2014-10-09",-0.070866179766597,0.0163934426229508,0.0192307692307692,-0.0298507462686568,-0.00234566951806825,-0.0145454545454545
"2014-10-10",-0.0211863085057161,0,0.0226415094339623,-0.0283400809716599,-0.0884427366894061,0
"2014-10-13",0.0216448836891243,0,0,-0.015,-0.0378968238929832,0.00369003690036918
"2014-10-14",0.0423730502426962,-0.0161290322580646,-0.040590405904059,0.011844331641286,0.00185605271783662,0.00367647058823528
"2014-10-15",0.0284554349194923,0,-0.134615384615385,0.00334448160535117,0.0290242886362992,0.0219780219780219
"2014-10-16",0.00395230082101161,-0.00655737704918036,0.04,0,-0.0352070800077183,0.0394265232974911
"2014-10-17",-0.0590547472756782,-0.0099009900990098,0.0897435897435896,-0.035,0.0111963508189925,0.010344827586207
"2014-10-20",0.0334722377297196,0,0.0274509803921568,-0.00777202072538863,0.0395735288086938,0.00341296928327628
"2014-10-21",0.00809744753651254,0.05,0.0610687022900764,0.0304612706701479,-0.00138067058420765,-0.0306122448979591
"2014-10-22",-0.0763049784736294,-0.0476190476190476,0.025179856115108,-0.0067567567567568,-0.0306142399641667,0.0140350877192983
"2014-10-23",0.0304344907632761,0.0999999999999999,0,0.00850340136054428,0.0120211079046004,-0.0207612456747405
"2014-10-24",-0.00421955490404091,0.0303030303030303,0.024561403508772,0.0202360876897134,0.00563726618229388,-0.0141342756183745
"2014-10-27",-0.0296607452617497,-0.00294117647058822,0,-0.0421487603305785,-0.0278278272707142,-0.0250896057347669
"2014-10-28",0.0524022087962526,-0.056047197640118,0,0.0319240724762728,-0.0984349650239917,-0.0183823529411765
"2014-10-29",-0.033195723123903,0.04375,0,0.0183946488294313,-0.0388304485799553,-0.00749063670411987
"2014-10-30",-0.0386266320416835,0,-0.198630136986301,0.0279146141215108,-0.00665406337195518,0.0113207547169811
"2014-10-31",-0.0267852741470503,-0.0359281437125748,0.0299145299145298,0.00159744408945683,-0.00789468918408343,-0.0597014925373135
"2014-11-03",0.0504585671505988,0,0.0207468879668049,-0.0550239234449761,-0.0303834571887278,0.0158730158730158
"2014-11-04",-0.0524017623222364,-0.0217391304347827,0.024390243902439,-0.00675105485232064,0.0171599855050979,-0.015625
"2014-11-05",-0.0599080099735959,0.015873015873016,0,0.0433305012744265,-0.0129585079237894,0.0317460317460319
"2014-11-06",0.0588235588934749,0,0,-0.00732899022801303,0.0116423337042937,-0.0115384615384616
"2014-11-07",0.0833333727787684,-0.03125,-0.0833333333333334,0.0106644790812143,-0.0129774485798237,-0.00389105058365746
"2014-11-10",-0.0641021551771221,0,-0.0303030303030303,-0.00243506493506507,-0.017861597175351,0
"2014-11-11",0.0593604193530617,0,-0.0401785714285714,0.0130187144019529,0,-0.0078125
"2014-11-12",0.0215515835696223,0,-0.0465116279069767,0.0104417670682733,0.0745137913614546,0.0118110236220472
"2014-11-13",-0.0295355901186229,0,0,-0.00158982511923689,-0.0587682167661444,-0.0116731517509727
"2014-11-14",0.0956518917313793,-0.0322580645161291,0.0585365853658537,0.0350318471337578,0.0452047191507314,0.0629921259842521
"2014-11-17",0.0079363759150608,0,0,-0.033076923076923,-0.0329748402855359,-0.0481481481481483
"2014-11-18",0.0118114324909191,0,0,0.00875099443118521,0.00345935252138974,0
"2014-11-19",-0.0661481339146439,0,0,-0.00315457413249209,-0.0221620777601063,-0.027237354085603
"2014-11-20",0.0166668157704042,0,0,-0.004746835443038,0.00251830779446749,0.048
"2014-11-21",0.020491669327487,0,0,-0.0151033386327504,0.00552619930856069,0.0152671755725191
"2014-11-24",0.00401579216427783,0,0,0.0217917675544794,0.00399700234816414,-0.0300751879699248
"2014-11-25",0.0452546147192523,-0.0133333333333333,0,-0.0221169036334913,-0.0106992040482509,0.0155038759689923
"2014-11-26",-0.00766290270832848,0,0,0.00403877221324711,0.0344568176286124,0
"2014-11-28",-0.0888032851845354,0,0,-0.0088495575221238,0.0148310475363227,0.0305343511450382
"2014-12-01",0.0932207533592471,0,0,-0.0527597402597403,-0.0646861732301786,-0.0111111111111112
"2014-12-02",-0.0348838267873053,-0.0101351351351351,0,0.0248500428449014,-0.00332994356224525,-0.00749063670411987
"2014-12-03",0.0200802932849828,-0.00682593856655289,0,0.00334448160535117,0.00385507581598565,0
"2014-12-04",0.00787368334718397,0,0,-0.00916666666666666,-0.00691244221934362,-0.0150943396226415
"2014-12-05",-0.0195308308371799,0,0,0.00588730025231299,-0.00773392607027779,0.0191570881226055
"2014-12-08",0.0039843020209156,-0.020618556701031,0.129032258064516,-0.0175585284280937,-0.0571577263103286,-0.0150375939849624
"2014-12-09",0.0317454914294306,0,-0.126530612244898,0.0127659574468086,0.020942352688279,-0.00763358778625955
"2014-12-10",-0.0230767387777113,0,0,-0.0336134453781513,-0.018893414814937,-0.0115384615384616
"2014-12-11",0.00393724372033133,0,-0.144859813084112,0.000869565217391344,0.0096286937897494,0.0233463035019454
"2014-12-12",0.00392100168758058,-0.00350877192982468,-0.0163934426229508,0.0338835794960903,0.0108991005204604,-0.0304182509505704
"2014-12-15",-0.0273434025155803,-0.116197183098592,0,0.0168067226890756,-0.00673854483765746,0
"2014-12-16",-0.020080293284983,0,0,0.0247933884297522,-0.0466756334695052,0.00784313725490193
"2014-12-17",0.0327871734099958,0,0.0666666666666667,0.0104838709677419,0.0125248786642504,0.0116731517509729
"2014-12-18",0.0555552178576799,0.0358565737051795,0,-0.0207501995211492,0.0326117514759627,0.00384615384615383
"2014-12-19",0.0563908995071372,-0.00769230769230766,0,0.0407497962510188,0.00952904982303293,0.00766283524904221
"2014-12-22",-0.0391457108924478,-0.0658914728682171,0,0.00391542678151935,0.0364077110891201,-0.0190114068441064
"2014-12-23",-0.0111110186569198,-0.0788381742738589,0,0.00468018720748842,-0.0223783502472027,0.00387596899224807
"2014-12-24",0.0374531233565687,0.126126126126126,0,0,0.00106470588235275,0.0308880308880308
"2014-12-26",0.0324907032223789,0,0.015625,-0.0100931677018634,-0.00026596649119992,-0.0112359550561797
"2014-12-29",-0.0419577023741087,0.036,-0.0871794871794872,0.0282352941176469,-0.0313829803927117,0.0227272727272727
"2014-12-30",0.0145982925860246,0.00386100386100385,0,-0.00533943554538518,-0.0153760854132942,0.0259259259259259
"2014-12-31",0.00359733768359094,0,-0.0325843146067416,0.00230061349693256,0.000278806461829317,0.0216606498194947
"2015-01-02",0.0179207520705806,0.0884615384615384,0,-0.00153022188217289,0.0192361867643207,-0.00353356890459378
"2015-01-05",0.031690245932734,0,0,-0.0275862068965518,-0.00492341343207292,0.00709219858156018
"2015-01-06",0.0580204706785257,0,-0.0650406069705276,-0.0551615445232466,0.0654204764865181,0.00352112676056349
"2015-01-07",-0.0225803518721538,0,0.0248447204968945,0.0125104253544621,-0.038183670700912,0.0175438596491226
"2015-01-08",-0.0330035839684648,0,-0.0848484848484848,-0.0016474464579902,0.0485515302723052,0.00689655172413794
"2015-01-09",0.0580204706785257,-0.0989399293286219,0.0331125827814569,-0.0404290429042903,0.0276284983371706,0.0308219178082192
"2015-01-12",0.0258066811435318,0,0.0576923076923077,-0.0343938091143594,-0.019915335818538,0.00996677740863805
"2015-01-13",-0.0377358551156909,0.00392156862745097,0.0181818181818181,-0.0587711487088157,0.00711209060482831,0.00657894736842102
"2015-01-14",-0.0718957149374314,0,0.0297619047619047,-0.0227057710501419,0.00504403505452533,-0.0196078431372549
"2015-01-15",0.031690245932734,0,0,-0.0358180058083252,-0.0732747339159214,-0.00666666666666671
"2015-01-16",0.0511948199779937,0.015625,0,-0.00200803212851419,0.0102897644191715,0.00671140939597326
"2015-01-20",0.058441399121504,0,0,0.150905432595573,0.00696861412574079,-0.0033333333333333
"2015-01-21",0.0276074474826671,0,0,-0.0305944055944055,0.00692046845887684,0
"2015-01-22",0.0388061548704006,0,-0.0751445086705202,0.0342651036970245,0.0327781637442155,0
"2015-01-23",-0.0402302274132488,0,0.00625000000000009,0.0104620749782038,0.00895822882006647,-0.0401337792642141
"2015-01-26",0.00598838279420777,0,-0.0869565217391305,0.0345125107851596,0.0172501277143646,0
"2015-01-27",0.0178569908930988,0,-0.142857142857143,-0.0266889074228523,-0.0294264353828646,-0.0627177700348432
"2015-01-28",-0.0526317361031901,0.0384615384615385,-0.19047619047619,-0.0865467009425878,-0.0454778029536383,-0.00371747211895901
"2015-01-29",-0.0370370487105476,0,0.235294117647059,0.0159474671669793,-0.0126514663444702,-0.00373134328358216
"2015-01-30",0.0544871700456233,0,-0.111111111111111,-0.0443213296398892,0.0231733642311887,-0.0262172284644194
"2015-02-02",0.0182372433966622,0,0.0535714285714286,0.0251207729468599,-0.00186517457674307,-0.0307692307692308
"2015-02-03",-0.0149253503854186,0,0.372881355932203,-0.0103675777568332,0.0621997347090157,0.0515873015873016
"2015-02-04",0.0212121502820519,0,-0.12962962962963,-0.0304761904761905,0.0233727061228273,0.00377358490566038
"2015-02-05",0.00890200251875428,-0.00370370370370376,-0.00709219858156029,0.0618860510805501,0.0132612226605791,0.0150375939849625
"2015-02-06",-0.0411765288919604,0,-0.157142857142857,-0.0101757631822388,0.163596711759414,-0.0185185185185186
"2015-02-09",0.0245397792895277,0.0223048327137547,-0.0677966101694916,-0.019626168224299,-0.0143719647728375,0.0150943396226415
"2015-02-10",-0.0119758483440375,-0.0545454545454546,0.1,0.015252621544328,-0.0224007185122569,0.0111524163568775
"2015-02-11",-0.00303048401406536,0,0.0165289256198347,-0.0140845070422535,0.0268050595246458,-0.00367647058823539
"2015-02-12",0.0243163245288829,0,0.0406504065040652,-0.0123809523809525,0.00947370526315794,0
"2015-02-13",0.0148367718733446,0,0.234375,-0.00385728061716484,0.011470260449004,0.018450184501845
"2015-02-17",-0.0672515964438404,0.0346153846153845,-0.0822784810126582,-0.0125847047434657,-0.00969074226804134,0.0289855072463769
"2015-02-18",0.0501568612386276,0,0.0689655172413792,0.0107843137254904,-0.00437224660362778,-0.00704225352112675
"2015-02-19",0.0238804996495918,0.00371747211895923,0.032258064516129,0.0329776915615907,0.0184023630280217,0.00709219858156018
"2015-02-20",0.00291532863839983,0,0.2125,-0.024413145539906,0.00841889099755866,-0.0105633802816901
"2015-02-23",-0.0290697294713813,-0.0370370370370371,-0.0463917525773195,-0.0230991337824832,-0.0130319687837105,0.00711743772241991
"2015-02-24",-0.023952002436201,0,-0.0108108108108108,0.03743842364532,0.00453884867879406,0.0141342756183747
"2015-02-25",0.0245397792895277,0,-0.0710382513661202,-0.0322886989553656,-0.00287533380314919,0
"2015-02-26",-0.0059877712979558,0,-0.0294117647058824,0.0166830225711483,0.017713718181539,-0.00696864111498263
"2015-02-27",0,0,-0.0666666666666667,-0.0222007722007721,-0.026917587532888,0
"2015-03-02",0.00602384067827266,0,-0.0909090909090909,-0.0187561697926951,0.0014559067614015,0.00350877192982457
"2015-03-03",0,-0.0384615384615385,0.0642857142857143,-0.108651911468813,-0.00913817199841438,-0.0104895104895104
"2015-03-04",-0.020958116787223,0,0,0.090293453724605,-0.00293437440650546,-0.0212014134275619
"2015-03-05",0.0122325247750006,0,0,0.0403726708074534,-0.00462480554971623,0.0216606498194947
"2015-03-06",-0.102719010862654,0.004,-0.0469798657718121,-0.000995024875622086,-0.0126715528055567,-0.010600706713781
"2015-03-09",-0.0606059043160944,-0.00398406374501981,0,-0.00896414342629481,0.0179679144385028,-0.0321428571428571
"2015-03-10",-0.0286740817632254,0,0,-0.0462311557788944,-0.0367724311830216,0.0110701107011071
"2015-03-11",0.0454380678769317,0.0600000000000001,0,0.017913593256059,0.00938045375218155,0.0109489051094889
"2015-03-12",0.0212011930830021,0,0,0.025879917184265,0.0172898206181111,0.0144404332129964
"2015-03-13",-0.00692022713988416,0,0,-0.0242179616548941,-0.00871043127257287,-0.0925266903914591
"2015-03-16",0.0243899318224954,0,-0.154929577464789,-0.0175801447776629,-0.00492927561080148,-0.0235294117647057
"2015-03-17",0,-0.00377358490566027,0.0416666666666667,0.0115789473684209,0.0107688994184794,0.0080321285140561
"2015-03-18",0.0782316040747217,0,-0.128,0.0176899063475546,0.0057532708288941,0.047808764940239
"2015-03-19",-0.0126182731825735,0,0.0550458715596329,0.0194274028629857,0.0154660801808033,0.00760456273764265
"2015-03-20",0.0191691302014096,0,0.173913043478261,0.00902708124373119,0.0106404965574796,0
"2015-03-23",0.0156741947057504,0,0,0.000994035785288228,0.000412881924295672,0.00377358490566038
"2015-03-24",0.0154319909050238,0,-0.0370370370370371,0.0178748758689176,0.0621131255079059,-0.0112781954887219
"2015-03-25",-0.0182368945283735,0,0,0.00195121951219512,-0.0382747418248545,0
"2015-03-26",-0.0371519452662535,0,0,-0.00389483933787726,0.00848480808080798,-0.0228136882129277
"2015-03-27",-0.00643102109146643,0,-0.0923076923076923,0.00879765395894427,0.00180288468761569,0.0272373540856032
"2015-03-30",-0.0291260853906085,-0.037878787878788,0,-0.00193798449612403,-0.00239950019594082,0.0227272727272727
"2015-03-31",-0.0066664853212195,-0.00393700787401585,0.0593220338983051,0.0388349514563104,0.00380843864117941,-0.0185185185185186
"2015-04-01",0.0838927162355796,0,0,-0.00280373831775693,0.00778751965704805,0.0150943396226415
"2015-04-02",-0.0154800824644334,0,-0.0639999999999999,0.125585754451734,-0.000990746958772659,-0.0185873605947955
"2015-04-06",0.037735782480427,0,0,0.0449625312239801,0.00833006776398526,0
"2015-04-07",-0.0333333539407706,0.0434782608695654,0.0854700854700854,0.0637450199203187,0.0399291699449251,0.0113636363636362
"2015-04-08",-0.0250783278044999,0.00378787878787867,-0.015748031496063,-0.000749063670411942,-0.0107811615430521,0.0112359550561798
"2015-04-09",0,0,0.032,0.0149925037481258,-0.002485678823818,-0.00740740740740742
"2015-04-10",0.0546625312908355,-0.030188679245283,0,0.031019202363368,-0.00440864498403848,-0.0149253731343284
"2015-04-13",-0.0274392064368778,0,0,0.00931232091690548,-0.00616095506663372,0
"2015-04-14",0.00940445286933334,0.00389105058365757,0,0.0170333569907737,-0.00813634266052576,-0.018939393939394
"2015-04-15",0.0341611935683757,0.0271317829457365,0,-0.00139567341242142,0.00195308589935372,0.00772200772200771
"2015-04-16",-0.0270266047927286,0,-0.108527131782946,-0.0125786163522013,0.0142300197705656,0.00383141762452111
"2015-04-17",-0.0246913113823526,0,0,-0.0099079971691437,-0.0263309441924071,-0.0152671755725191
"2015-04-20",0.0158226734623848,0,-0.00869565217391299,0.0100071479628305,0.0146072246348206,-0.00387596899224818
"2015-04-21",-0.0280375702806204,0,0,-0.00920028308563348,-0.00155645908340629,0.00389105058365757
"2015-04-22",-0.0384614755875119,0.0377358490566038,-0.0263157894736842,-0.0385714285714285,0.00798908807482457,0.00775193798449614
"2015-04-23",0.0333331066515243,0.00727272727272732,0.072072072072072,-0.00965824665676085,-0.00618596559056639,-0.00769230769230766
"2015-04-24",-0.019354645522953,0,0.0336134453781514,-0.00825206301575387,-0.0114763664656681,-0.0116279069767443
"2015-04-27",0.0197366412175319,0,0.056910569105691,-0.010590015128593,0.0165289256198347,0.00784313725490193
"2015-04-28",0.0290324618658959,0.0216606498194947,0.00769230769230766,-0.0114678899082569,-0.181765389082462,0.0233463035019454
"2015-04-29",-0.0219436167715833,0,0,-0.00618716163959787,-0.089425076886681,0.00380228136882144
"2015-04-30",-0.0320510661837909,-0.0459363957597173,0,-0.0350194552529183,0.0122108853099048,-0.0303030303030303
"2015-05-01",0.00331116768397632,0.037037037037037,0.16030534351145,-0.0104838709677419,-0.0287474083354058,-0.0859375000000001
"2015-05-04",0.00660048007164038,0,0,-0.0130399348003261,0.00105710887949262,-0.0384615384615384
"2015-05-05",-0.0131147332638573,0,-0.138157894736842,-0.0082576383154418,-0.0121436902813176,-0.0711111111111111
"2015-05-06",-0.00664433812991327,0,0,0.00915903413821817,-0.00427578857700628,-0.0382775119617226
"2015-05-07",0.0200666831105731,0,0.106870229007634,0.033003300330033,0.0120773221726957,-0.08955223880597
"2015-05-08",-0.0163933329676695,0,0,-0.018370607028754,-0.00318215335937821,0.0109289617486339
"2015-05-11",0.0266669613530184,0,0,0.00488201790073228,-0.00744876296887476,0.027027027027027
"2015-05-12",0.0227269791717379,-0.0142857142857143,0,0.00971659919028345,0.00455639226597704,0
"2015-05-13",0.0349206565093785,0,0,0.0457097032878908,0.00640344183564578,0.0789473684210527
"2015-05-14",-0.00613480231486629,0,0,0.0605828220858897,-0.0103393157386185,0.0341463414634149
"2015-05-15",0.00308602037806116,0.036231884057971,0,-0.0238611713665944,-0.00616137122092841,0.0377358490566038
"2015-05-18",-0.00307652615565113,0,-0.0413793103448276,0.0066666666666666,0.00485177923729263,-0.031818181818182
"2015-05-19",-0.0246913113823526,0,0,-0.000735835172921195,0.00590131453597964,0.00938967136150226
"2015-05-20",0.0262906360672122,0,-0.0215107961630696,0.00147275405007363,-0.0192000266666668,0.032558139534884
"2015-05-21",-0.00308655081013698,0.048951048951049,0.00727888149047318,0.00441176470588234,-0.00271884183574878,-0.00900900900900903
"2015-05-22",-0.00619189869328063,0,-0.0218978102189781,0.000732064421669065,-0.00218107960741554,-0.00909090909090915
"2015-05-26",-0.0373831805371641,0,0,-0.0343818580833943,-0.00245901652781499,-0.036697247706422
"2015-05-27",-0.0161812585914393,0.0133333333333334,0.044776119402985,0.0265151515151516,-0.00273892099364148,-0.00952380952380949
"2015-05-28",0.0197366766956362,0,0,0.0162361623616236,0.0115353474320243,-0.0144230769230771
"2015-05-29",0.00322627305302614,0,-0.0785714285714286,0.0145243282498184,-0.00434439292183586,0.0292682926829269
"2015-06-01",0.00321524231956216,0,0,-0.0272011453113816,-0.00109072817511469,-0.04739336492891
"2015-06-02",0.00641020197117381,-0.0131578947368421,0.0465116279069768,-0.0206033848417954,-0.00627897880756267,0
"2015-06-03",-0.012739070561618,-0.0166666666666666,0,0.00150262960180303,0.0164834606327768,0.0149253731343284
"2015-06-04",-0.0129031197606759,0,0,-0.00975243810952742,-0.00783786486486482,0
"2015-06-05",-0.00980367342181077,0,0,-0.0303030303030302,0.00789978229092281,-0.0196078431372549
"2015-06-08",0.00330013355921688,0,0,-0.0109375,-0.0145946216216215,-0.025
"2015-06-09",-0.0296051826585428,0.0271186440677964,-0.0740740740740741,-0.000789889415481859,-0.0159077897945089,0.0256410256410258
"2015-06-10",0.0305083890901754,-0.023102310231023,-0.04,0.0592885375494072,-0.000836203990072337,-0.03
"2015-06-11",-0.0131581196939349,0,0.116666666666667,0.0208955223880596,-0.000278884255446754,0.0309278350515465
"2015-06-12",-0.0166663609366751,0.0135135135135136,-0.0970149253731343,-0.010233918128655,0.00167416294642853,-0.01
"2015-06-15",0.0372879927260465,0,-0.0495867768595041,0.00590841949778431,-0.0342619479519807,-0.0151515151515151
"2015-06-16",-0.045751586098946,-0.0133333333333333,-0.0695652173913044,0.0205580029368577,0.00432656500297468,0.0205128205128204
"2015-06-17",0.0136985153950373,0,0,0.0266187050359712,-0.0037335152211373,0
"2015-06-18",0.0236489696762705,0,0.0560747663551402,0.126839523475823,-0.000864773734931656,-0.00502512562814073
"2015-06-19",-0.0198021467012285,0,-0.0796460176991151,0.0572139303482588,0.0346220715522216,0.00505050505050497
"2015-06-22",-0.0336700937468797,0,0.221153846153846,-0.0105882352941177,-0.0086447850350031,0.050251256281407
"2015-06-23",0,-0.0202702702702703,0.0551181102362204,-0.0172413198573128,-0.00506329128166783,0
"2015-06-24",-0.00348411393890591,0,-0.0447761194029851,-0.0157290371609777,-0.00565453790371895,0
"2015-06-25",-0.0139862507077574,0,0,-0.0153657037492317,0,-0.0239234449760765
"2015-06-26",-0.0177301683899813,0.0517241379310345,0,-0.0274656679151061,0.00255899929252212,-0.0245098039215687
"2015-06-29",-0.0108304152260082,-0.0557377049180328,0,-0.0141206675224648,-0.0297787594883017,-0.0150753768844222
"2015-06-30",-0.040146199874435,0,0,-0.00455729166666674,0.0587548102529907,0.0153061224489797
"2015-07-01",-0.0722433253807384,0.00694444444444442,0,0.0529758011772401,-0.0226393974975319,0.00502512562814061
"2015-07-02",0.0696721756527041,0,0,0.0149068322981365,0.00903951926330415,-0.015
"2015-07-06",0.00766277092043843,0.00344827586206908,0,0.0122399632802939,-0.00811872877607156,-0.0101522842639594
"2015-07-07",-0.0874523241481314,0,0,0.0175331912011372,0.0025402201524134,-0.0871794871794871
"2015-07-08",0.00833326256252609,0,0,0.0136660130718955,-0.0213964527027027,0.0224719101123596
"2015-07-09",-0.00413198604422982,0.0137457044673539,0,-0.0199296611916565,-0.011507394217917,0.0384615384615383
"2015-07-10",0,-0.0135593220338983,0,0.0197368432856964,0.0160069552966544,0.0211640211640212
"2015-07-13",0.103734174886768,0.00343642611683848,0,0.0228740189368926,0.0249211973646519,0.00518134715025909
"2015-07-14",-0.0413532264657891,0.0171232876712331,0,-0.00458715570027768,0.026271716776739,0.0154639175257731
"2015-07-15",-0.0431374837193855,0.0437710437710437,0,-0.0017281681032163,-0.028867128843488,0
"2015-07-16",-0.0204918409369036,-0.0322580645161291,0,0.0190421234852858,0.0123386988222098,-0.0203045685279188
"2015-07-17",-0.0334725250265755,0.0833333333333333,0,0.0203850509626273,-0.0119113580006293,-0.0103626943005182
"2015-07-20",-0.103896533605799,-0.0153846153846153,0,-0.00721426193118757,0.00392495115923475,-0.0209424083769633
"2015-07-21",0.0676332854799422,0,0,-0.0273895487640888,0.0228986310276842,0.0213903743315507
