"","NBGIF.Open","NBGIF.High","NBGIF.Low","NBGIF.Close","NBGIF.Volume","NBGIF.Adjusted"
"943",2.602,2.63,2.602,2.63,440,2.63
"944",2.692,2.692,2.692,2.692,220,2.692
"945",2.7885,2.7885,2.756,2.756,1148,2.756
"946",2.587,2.587,2.587,2.587,400,2.587
"947",2.44,2.44,2.31,2.35,1898,2.35
"948",2.32,2.32,2.32,2.32,250,2.32
"949",2.32,2.32,2.32,2.32,0,2.32
"950",2.4358,2.4358,2.4358,2.4358,350,2.4358
"951",2.35,2.35,2.35,2.35,793,2.35
"952",2.35,2.35,2.35,2.35,0,2.35
"953",2.35,2.35,2.35,2.35,0,2.35
"954",2.35,2.35,2.35,2.35,0,2.35
"955",2.35,2.35,2.35,2.35,0,2.35
"956",2.35,2.36,2.35,2.36,123,2.36
"957",2.36,2.36,2.36,2.36,0,2.36
"958",2.448,2.448,2.448,2.448,250,2.448
"959",2.448,2.448,2.448,2.448,0,2.448
"960",2.448,2.448,2.448,2.448,0,2.448
"961",2.44,2.52,2.44,2.52,11100,2.52
"962",2.66,2.66,2.5947,2.5947,300,2.5947
"963",2.5947,2.5947,2.5947,2.5947,0,2.5947
"964",2.5464,2.5464,2.5464,2.5464,100,2.5464
"965",2.5464,2.5464,2.5464,2.5464,0,2.5464
"966",2.5464,2.5464,2.5464,2.5464,0,2.5464
"967",2.5,2.5,2.5,2.5,199,2.5
"968",2.584,2.584,2.584,2.584,100,2.584
"969",2.584,2.584,2.584,2.584,0,2.584
"970",2.65,2.65,2.65,2.65,137,2.65
"971",2.5478,2.5478,2.5478,2.5478,16,2.5478
"972",2.44174,2.44174,2.44174,2.44174,1000,2.44174
"973",2.4417,2.4417,2.4417,2.4417,0,2.4417
"974",2.4417,2.4417,2.4417,2.4417,0,2.4417
